Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2021;257;3.984.473;12.213.198;34.699.070;-1.068.374;33.630.696;372;293.499;128.641;-5.239;417.274;6.847.965;126.245;2.200.222;59.420.330;128.641;59.291.689
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;XP;52120;82475;n2;2;15;RIO DE JANEIRO;RJ;03/2021;45.752;17.827.166;33.347.624;0;0;0;0;0;0;0;0;3.452.910;1.380.644;1.255.775;57.309.872;0;57.309.872
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;;;81555;b1;3;8;SAO PAULO;SP;03/2021;192.727;5.572.366;7.210.262;24.160.061;-1.179.838;22.980.223;0;0;0;0;0;17.042.410;50.313;44.797;53.093.098;0;53.093.098
BANCO DAYCOVAL S.A.;62232889;DAYCOVAL;51987;81744;b1;2;8;SAO PAULO;SP;03/2021;246.885;6.106.604;7.944.022;25.448.513;-1.382.641;24.065.872;0;0;0;0;0;11.290.844;280.238;1.689.703;51.624.168;0;51.624.168
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER;30379;80185;n1;3;14;SAO PAULO;SP;03/2021;16.423;411.968;210.958;46.949.513;-2.420.793;44.528.720;0;0;0;0;0;5.902.454;22.244;327.048;51.419.814;0;51.419.814
BANCO MUFG BRASIL S.A.;60498557;;;81713;b1;3;8;SAO PAULO;SP;03/2021;70.281;6.117.774;3.806.495;1.874.097;-3.042;1.871.055;0;0;0;0;0;34.465.332;15.506;29.254;46.375.696;0;46.375.696
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL;41856;80312;b1;3;8;SAO PAULO;SP;03/2021;201.852;5.630.144;12.175.550;16.550.820;-300.727;16.250.093;0;0;0;0;0;8.133.504;449.346;2.674.697;45.515.185;0;45.515.185
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;;;80185;n4;3;41;SAO PAULO;SP;03/2021;38.894;0;1.319.973;0;0;0;0;0;0;0;0;2.506.457;39.386.975;802.301;44.054.600;0;44.054.600
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;33987793;CREDIT SUISSE;30771;80219;b2;3;13;SAO PAULO;SP;03/2021;2.854;18.778.100;8.228.930;6.856.805;-85.277;6.771.528;0;0;0;0;0;5.919.955;2.670;2.383.327;42.087.365;0;42.087.365
BANCO PAN S.A.;59285411;PAN;31323;80257;b1;2;8;SAO PAULO;SP;03/2021;2.611;0;3.451.155;28.061.067;-1.648.722;26.412.345;0;0;0;0;0;7.874.897;402.995;1.020.502;39.164.506;0;39.164.506
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;62073200;BOFA MERRILL LYNCH;51255;80556;b1;3;8;SAO PAULO;SP;03/2021;129.460;18.750.463;11.166.931;1.063.775;-1.428;1.062.346;0;0;0;0;0;4.799.605;224.891;43.413;36.177.110;0;36.177.110
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES;30159;80147;b1;1;8;VITORIA;ES;03/2021;730.171;10.573.101;13.825.190;5.063.688;-243.873;4.819.815;0;5.874;4.733;-6;10.601;890.611;910.933;340.238;32.100.659;4.733;32.095.926
BANCO BMG S.A.;61186680;BMG;30290;80178;b1;2;8;SAO PAULO;SP;03/2021;331.645;579.815;9.029.120;12.543.750;-659.811;11.883.939;0;0;0;0;0;4.533.386;384.318;4.835.466;31.577.688;0;31.577.688
BANCO ITAÚ CONSIGNADO S.A.;33885724;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;03/2021;6;711.285;1.176;30.027.482;-1.369.531;28.657.951;0;0;0;0;0;853.352;53.111;20.857;30.297.740;0;30.297.740
BANCO BANDEPE S.A.;10866788;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;03/2021;0;1.349.129;27.216.339;0;0;0;0;0;0;0;0;302.717;213;1.231.177;30.099.575;0;30.099.575
NU PAGAMENTOS S.A.;18236120;;;84693;n4;2;41;SAO PAULO;SP;03/2021;276.486;1.724.047;8.392.536;0;0;0;0;0;0;0;0;16.419.986;525.977;1.351.488;28.690.520;0;28.690.520
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;NUBANK;52058;84693;n1;2;14;SAO PAULO;SP;03/2021;591;5.040.012;16.390.799;2.921.147;-107.734;2.813.413;0;0;0;0;0;2.080.735;1.467.799;6.707;27.800.056;0;27.800.056
BRB - BANCO DE BRASILIA S.A.;208;BRB;31976;80288;b1;1;8;BRASILIA;DF;03/2021;181.652;4.144.303;6.179.646;14.288.654;-331.054;13.957.600;0;0;0;0;0;1.451.694;812.043;996.734;27.723.672;0;27.723.672
STONE PAGAMENTOS S.A.;16501555;;;84686;n4;2;41;SAO PAULO;SP;03/2021;57.238;10.036;6.944.833;0;0;0;0;0;0;0;0;601.641;15.520.942;2.994.564;26.129.254;0;26.129.254
KIRTON BANK S.A. - BANCO MÚLTIPLO;1701201;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2021;100;9.570.469;301.109;395.080;-255.635;139.444;0;0;0;0;0;3.085.711;8.765;12.873.673;25.979.271;0;25.979.271
BANCO J. SAFRA S.A.;3017677;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;03/2021;0;4.408.553;5.934.643;15.719.223;-956.719;14.762.504;23;1.096;1.071;-40;2.150;774.949;43.452;40.630;25.966.881;1.071;25.965.810
BANCO VOLKSWAGEN S.A.;59109165;;;80202;b2;3;8;SAO PAULO;SP;03/2021;110;788.565;68.765;19.112.650;-571.485;18.541.165;177;69.272;14.843;-1.967;82.324;3.667.171;57.654;758.065;23.963.819;14.843;23.948.976
BANCO SOCIETE GENERALE BRASIL S.A.;61533584;SOCIETE GENERALE;31859;80264;b1;3;8;SAO PAULO;SP;03/2021;186.252;4.504.104;1.104.381;984.875;-3.368;981.507;0;0;0;0;0;16.676.736;2.907;142.532;23.598.418;0;23.598.418
ING BANK N.V.;49336860;ING;51073;80501;b1;3;28;SAO PAULO;SP;03/2021;1.896;1.441.068;1.547.894;654.070;-3.665;650.405;0;0;0;0;0;18.691.465;509;7.285;22.340.522;0;22.340.522
BANCO DA AMAZONIA S.A.;4902979;;;81249;b1;1;2;BELEM;PA;03/2021;69.948;745.586;12.798.226;5.745.820;-270.629;5.475.192;0;0;0;0;0;1.818.652;559.041;255.715;21.722.361;0;21.722.361
BANCO INTER S.A.;416968;INTER;51884;80996;b1;2;8;BELO HORIZONTE;MG;03/2021;347.255;1.053.260;6.712.873;7.182.540;-218.961;6.963.579;0;0;0;0;0;3.590.605;1.966.887;502.506;21.136.965;0;21.136.965
PAGSEGURO INTERNET S.A.;8561701;;;84813;n4;2;41;SAO PAULO;SP;03/2021;66.341;98.507;1.380.554;0;0;0;0;0;0;0;0;1.267.604;10.741.701;7.411.856;20.966.562;0;20.966.562
GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;4332281;GOLDMAN SACHS;51585;80714;b2;3;8;SAO PAULO;SP;03/2021;1.978;3.577.979;11.423.734;413.163;0;413.163;0;0;0;0;0;2.830.652;1.281;372.679;18.621.466;0;18.621.466
BANCO MORGAN STANLEY S.A.;2801938;MORGAN STANLEY;51413;80628;b1;3;8;SAO PAULO;SP;03/2021;938;5.553.169;11.706.136;0;0;0;0;0;0;0;0;878.365;39;26.526;18.165.174;0;18.165.174
CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;7450604;CCB;32119;80295;b1;3;8;SAO PAULO;SP;03/2021;107.946;1.772.876;4.638.414;6.544.748;-325.139;6.219.609;0;0;0;0;0;3.378.599;158.867;1.861.826;18.138.137;0;18.138.137
BANCO ALFA DE INVESTIMENTO S.A.;60770336;ALFA;51293;80570;b2;2;13;SAO PAULO;SP;03/2021;2.200;7.099.179;5.026.358;1.799.697;-27.950;1.771.746;0;0;0;0;0;1.876.840;156.195;957.789;16.890.307;0;16.890.307
BANCO BRADESCO BERJ S.A.;33147315;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2021;58;452.947;13.927.224;0;0;0;0;0;0;0;0;2.172.278;188;316.968;16.869.662;0;16.869.662
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;;;81311;b4;1;5;PORTO ALEGRE;RS;03/2021;325;0;2.691.461;13.507.807;-335.125;13.172.682;0;0;0;0;0;478.186;62.365;55.172;16.460.191;0;16.460.191
HIPERCARD BANCO MÚLTIPLO S.A.;3012230;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;03/2021;1.458;5.573.620;22.078;1.830.083;-806.105;1.023.978;0;0;0;0;0;9.370.014;40.134;179.042;16.210.324;0;16.210.324
BANCO ORIGINAL S.A.;92894922;ORIGINAL;51781;80903;b1;2;8;SAO PAULO;SP;03/2021;28.023;388.029;4.212.480;5.793.919;-244.749;5.549.171;0;0;0;0;0;3.494.096;1.379.905;923.379;15.975.082;0;15.975.082
BANCO HSBC S.A.;53518684;;;84741;b1;3;8;SAO PAULO;SP;03/2021;41.748;708.352;7.225.678;312.939;-928;312.011;0;0;0;0;0;7.310.610;1.044;72.637;15.672.081;0;15.672.081
BANCO XP S.A.;33264668;XP;52120;82475;b1;2;8;RIO DE JANEIRO;RJ;03/2021;233.029;372.008;8.711.340;4.731.660;-816;4.730.844;0;0;0;0;0;1.475.352;5.641;38.697;15.566.911;0;15.566.911
BANCO BRADESCO BBI S.A.;6271464;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2021;6;5.585.193;4.200.584;0;0;0;0;0;0;0;0;1.369.479;448;4.092.349;15.248.059;0;15.248.059
BANCO PINE S.A.;62144175;PINE;50304;80374;b1;2;8;SAO PAULO;SP;03/2021;306.690;12.310;7.670.058;3.544.974;-264.719;3.280.255;0;0;0;0;0;2.058.580;423.572;685.836;14.437.301;0;14.437.301
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;;;80532;b1;3;8;SAO PAULO;SP;03/2021;184.147;3.256.362;2.861.577;851.327;-1.209;850.117;0;0;0;0;0;6.847.707;17.420;13.634;14.030.964;0;14.030.964
BANCO MERCEDES-BENZ DO BRASIL S.A.;60814191;MERCEDES-BENZ;51262;80563;b2;3;8;SAO PAULO;SP;03/2021;115.085;431.218;192.575;11.729.221;-483.117;11.246.104;0;0;0;0;0;1.742.848;9.611;117.361;13.854.802;0;13.854.802
BANCO BRADESCARD S.A.;4184779;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2021;3.880;2.120.853;11;3.012.564;-1.126.842;1.885.722;0;0;0;0;0;8.571.744;77.107;291.712;12.951.028;0;12.951.028
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;SCOTIABANK;52230;81452;b1;3;8;SAO PAULO;SP;03/2021;12.200;7.904.409;816.543;1.769.159;-840;1.768.319;0;0;0;0;0;2.151.136;1.480;71.651;12.725.739;0;12.725.739
BANCO CLASSICO S.A.;31597552;;;81665;b1;2;8;RIO DE JANEIRO;RJ;03/2021;1.557;1.532.459;10.708.469;0;0;0;0;0;0;0;0;123.391;2;341.135;12.707.012;0;12.707.012
BANCO ITAULEASING S.A.;49925225;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;03/2021;200;3.046.664;0;0;0;0;0;0;0;0;0;89.530;42;9.479.174;12.615.611;0;12.615.611
BANCO RCI BRASIL S.A.;62307848;SANTANDER;30379;80185;b2;3;8;SAO PAULO;SP;03/2021;33.176;831.107;1.090.967;8.965.130;-277.154;8.687.976;5.381;939.199;633.676;-13.751;1.564.505;561.514;246.810;3.620;13.019.674;633.676;12.385.999
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;;;81407;b2;3;8;CURITIBA;PR;03/2021;76.294;595.746;22.482;9.660.530;-341.717;9.318.813;0;16.568;3.458;-119;19.907;2.229.801;29.901;8.988;12.301.933;3.458;12.298.475
BANCO CSF S.A.;8357240;;;81610;b2;3;8;SAO PAULO;SP;03/2021;5.354;24.313;360.017;3.321.573;-1.026.637;2.294.936;0;0;0;0;0;8.585.106;88.085;800.042;12.157.853;0;12.157.853
LUIZACRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2206577;ITAU;10069;80099;n1;2;14;SAO PAULO;SP;03/2021;25.177;0;16.266;2.549.765;-657.185;1.892.580;0;0;0;0;0;10.008.671;8.291;97.941;12.048.926;0;12.048.926
BANCO DO ESTADO DO PARÁ S.A.;4913711;;;81586;b1;1;8;BELEM;PA;03/2021;181.458;2.918.687;1.041.481;6.667.810;-190.702;6.477.108;0;0;0;0;0;646.481;484.348;192.540;11.942.103;0;11.942.103
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;80075;n1;2;19;OSASCO;SP;03/2021;9.044;1.336;6.742.802;0;0;0;18.934;3.636.429;1.162.127;-62.724;4.754.765;1.017.119;7.647;43.916;12.576.629;1.162.127;11.414.502
BANCO GM S.A.;59274605;;;80848;b2;3;8;SAO PAULO;SP;03/2021;28;762.748;144.919;8.143.505;-242.225;7.901.280;7;21.047;317;-165;21.207;1.680.687;10.190;782.718;11.303.778;317;11.303.461
BANCO MERCANTIL DO BRASIL S.A.;17184037;MERCANTIL DO BRASIL;20152;80123;b1;2;8;BELO HORIZONTE;MG;03/2021;987.475;639.605;962.465;6.407.510;-381.745;6.025.765;0;0;0;0;0;1.095.284;259.853;749.667;10.720.114;0;10.720.114
BANCO BOCOM BBM S.A.;15114366;BOCOM;52003;84624;b1;3;8;SALVADOR;BA;03/2021;15.296;936.539;3.021.337;5.487.408;-28.579;5.458.829;0;0;0;0;0;580.834;33.735;605.063;10.651.633;0;10.651.633
ADIQ SOLUCOES DE PAGAMENTO S.A.;20520298;;;80422;n4;2;41;BELO HORIZONTE;MG;03/2021;256.191;0;1.535.869;0;0;0;0;0;0;0;0;52.195;8.705.776;14.608;10.564.639;0;10.564.639
BANCO C6 S.A.;31872495;C6 BANK;52072;84844;b1;2;8;SAO PAULO;SP;03/2021;140.763;2.472.948;3.018.517;1.068.720;-24.132;1.044.588;0;0;0;0;0;2.630.384;499.074;606.758;10.413.033;0;10.413.033
PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;4862600;PORTO SEGURO;51444;80642;n1;2;14;SAO PAULO;SP;03/2021;92.381;0;90.604;3.439.730;-461.899;2.977.831;0;0;0;0;0;7.146.403;37.473;333;10.345.024;0;10.345.024
BANCO FIBRA S.A.;58616418;;;81483;b1;2;8;SAO PAULO;SP;03/2021;134.638;650.811;2.701.391;3.684.829;-66.496;3.618.333;0;0;0;0;0;2.236.863;799.699;123.706;10.265.442;0;10.265.442
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;;;81184;n1;2;25;BRASILIA;DF;03/2021;2;3.236.702;2.397.585;1.981.410;-68.587;1.912.822;0;0;0;0;0;65.957;2.558.761;22.307;10.194.137;0;10.194.137
BANCO JOHN DEERE S.A.;91884981;;;80343;b1;3;8;INDAIATUBA;SP;03/2021;1.056;1.226.713;0;9.004.111;-363.905;8.640.207;0;0;0;0;0;208.711;52.925;9.812;10.139.425;0;10.139.425
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;;;;b3C;2;9;BELO HORIZONTE;MG;03/2021;5.284;5.963.501;3.361.013;149.023;-1.021;148.001;0;0;0;0;0;39.426;58.373;440.772;10.016.370;0;10.016.370
PARANÁ BANCO S.A.;14388334;PARANÁ BANCO;30881;80233;b1;2;8;CURITIBA;PR;03/2021;12;1.300.190;1.753.354;5.638.077;-150.731;5.487.346;0;0;0;0;0;214.458;7.730;317.782;9.080.871;0;9.080.871
CITIBANK N.A.;33042953;CITIBANK;30403;80192;b1;3;28;SAO PAULO;SP;03/2021;8.660;2.351.998;3.614.572;33.282;-40;33.242;0;0;0;0;0;440.829;2.458.869;28.868;8.937.038;0;8.937.038
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;;;;b3C;2;9;FLORIANOPOLIS;SC;03/2021;2.670;6.700.671;1.503.989;147.647;-146;147.501;0;0;0;0;0;25.615;169.199;289.398;8.839.044;0;8.839.044
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;;;81720;b1;3;8;SAO PAULO;SP;03/2021;285.416;2.887.439;1.923.618;1.945.184;-3.445;1.941.739;0;0;0;0;0;1.207.061;387.202;60.269;8.692.744;0;8.692.744
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;;;81328;b4;1;5;BELO HORIZONTE;MG;03/2021;177.025;1.500.574;592.308;6.014.260;-665.906;5.348.354;0;0;0;0;0;816.380;57.145;38.215;8.530.000;0;8.530.000
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;80185;n1;3;19;SAO PAULO;SP;03/2021;5.722;223.380;2.583.972;0;0;0;1.835;3.643.438;1.457.669;-17.706;5.085.236;1.795.083;2.621;264.434;9.960.448;1.457.669;8.502.779
BANCO TOYOTA DO BRASIL S.A.;3215790;;;81562;b2;3;8;SAO PAULO;SP;03/2021;7.863;1.240.995;508.722;6.133.873;-106.061;6.027.812;-94;35.296;10.432;-359;45.276;449.208;36.098;20.609;8.336.583;10.432;8.326.151
BANCO BS2 S.A.;71027866;GRUPO BONSUCESSO - BS2;52034;80422;b1;2;8;BELO HORIZONTE;MG;03/2021;186.701;783.856;1.315.946;422.369;-7.744;414.625;0;0;0;0;0;942.189;4.436.473;170.380;8.250.169;0;8.250.169
BANCO MIZUHO DO BRASIL S.A.;61088183;;;80697;b1;3;8;SAO PAULO;SP;03/2021;27.887;1.396.109;2.705.427;943.402;-1.941;941.461;0;0;0;0;0;3.148.534;1.974;25.138;8.246.530;0;8.246.530
COOPERATIVA DE CREDITO CREDICITRUS;54037916;;;;b3S;2;9;BEBEDOURO;SP;03/2021;49.387;624.337;626.141;4.145.771;-267.369;3.878.402;0;0;0;0;0;157.672;2.536.143;313.127;8.185.209;0;8.185.209
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;;;;b3C;2;9;PORTO ALEGRE;RS;03/2021;0;282.002;7.553.388;0;0;0;0;0;0;0;0;199.990;138;139.439;8.174.957;0;8.174.957
BANCO CETELEM S.A.;558456;BNP PARIBAS;51516;80673;b1;3;8;SAO PAULO;SP;03/2021;661;93.583;17;5.513.689;-474.450;5.039.239;0;0;0;0;0;2.534.737;193.324;216.949;8.078.510;0;8.078.510
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;;;;b3S;2;9;BLUMENAU;SC;03/2021;28.106;0;0;5.280.984;-291.739;4.989.245;0;0;0;0;0;31.017;2.622.129;391.909;8.062.406;0;8.062.406
ITAU CORRETORA DE VALORES S.A.;61194353;ITAU;10069;80099;n2;2;15;SAO PAULO;SP;03/2021;2.161;2.170.214;570.475;0;0;0;0;0;0;0;0;5.250.226;5.304;43.088;8.041.469;0;8.041.469
BANCO SOFISA S.A.;60889128;SOFISA;31873;80271;b1;2;8;SAO PAULO;SP;03/2021;29.147;44.912;1.963.161;4.780.517;-64.597;4.715.921;0;0;0;0;0;926.995;57.630;206.120;7.943.885;0;7.943.885
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;;;81421;b2;3;8;PORTO ALEGRE;RS;03/2021;230;153.370;44.697;6.549.602;-118.083;6.431.519;392;851.238;298.643;-8.532;1.141.742;411.155;14.739;21.139;8.218.591;298.643;7.919.948
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;;;84820;n4;2;41;OSASCO;SP;03/2021;296.567;0;5.133.553;0;0;0;0;0;0;0;0;739.252;1.419.841;303.469;7.892.683;0;7.892.683
BANCO CREDIT SUISSE (BRASIL) S.A.;32062580;CREDIT SUISSE;30771;80219;b1;3;8;SAO PAULO;SP;03/2021;1.903;3.099.991;177.696;4.237.758;-7.091;4.230.667;0;0;0;0;0;24.026;1.328;377;7.535.987;0;7.535.987
